line-id,part-name,group-name,subgroup-name,asset,account,amount,direction,date
55,Sicherheit und Ordnung,Brandschutz,,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
56,Sicherheit und Ordnung,Brandschutz,,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
57,Sicherheit und Ordnung,Brandschutz,,sonstige ordentliche Erträge,34000,Ertrag,2013-31-12
58,Sicherheit und Ordnung,Brandschutz,,Personalaufwendungen,-29917150,Aufwendung,2013-31-12
59,Sicherheit und Ordnung,Brandschutz,,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
60,Sicherheit und Ordnung,Brandschutz,,Aufwendungen für Sach- und Dienstleistungen,-3825100,Aufwendung,2013-31-12
61,Sicherheit und Ordnung,Brandschutz,,planmäßige Abschreibungen,-4204222,Aufwendung,2013-31-12
62,Sicherheit und Ordnung,Brandschutz,,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
63,Sicherheit und Ordnung,Brandschutz,,Transferaufwendungen,0,Aufwendung,2013-31-12
64,Sicherheit und Ordnung,Brandschutz,,sonstige ordentliche Aufwendungen,-659650,Aufwendung,2013-31-12
65,Sicherheit und Ordnung,Rettungsdienst,,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
66,Sicherheit und Ordnung,Rettungsdienst,,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,1118368,Ertrag,2013-31-12
67,Sicherheit und Ordnung,Rettungsdienst,,sonstige Transfererträge,0,Ertrag,2013-31-12
68,Sicherheit und Ordnung,Rettungsdienst,,öffentlich-rechtliche Leistungsentgelte,17447700,Ertrag,2013-31-12
69,Sicherheit und Ordnung,Rettungsdienst,,privatrechtliche Leistungsentgelte,36000,Ertrag,2013-31-12
70,Sicherheit und Ordnung,Rettungsdienst,,Kostenerstattungen und Kostenumlagen,25000,Ertrag,2013-31-12
71,Sicherheit und Ordnung,Rettungsdienst,,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
72,Sicherheit und Ordnung,Rettungsdienst,,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
73,Sicherheit und Ordnung,Rettungsdienst,,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
74,Sicherheit und Ordnung,Rettungsdienst,,Personalaufwendungen,-7836650,Aufwendung,2013-31-12
75,Sicherheit und Ordnung,Rettungsdienst,,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
76,Sicherheit und Ordnung,Rettungsdienst,,Aufwendungen für Sach- und Dienstleistungen,-1949450,Aufwendung,2013-31-12
77,Sicherheit und Ordnung,Rettungsdienst,,planmäßige Abschreibungen,-2718749,Aufwendung,2013-31-12
78,Sicherheit und Ordnung,Rettungsdienst,,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
79,Sicherheit und Ordnung,Rettungsdienst,,Transferaufwendungen,0,Aufwendung,2013-31-12
80,Sicherheit und Ordnung,Rettungsdienst,,sonstige ordentliche Aufwendungen,-9535900,Aufwendung,2013-31-12
81,Sicherheit und Ordnung,Katastrophenschutz,,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
82,Sicherheit und Ordnung,Katastrophenschutz,,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,40581,Ertrag,2013-31-12
83,Sicherheit und Ordnung,Katastrophenschutz,,sonstige Transfererträge,0,Ertrag,2013-31-12
84,Sicherheit und Ordnung,Katastrophenschutz,,öffentlich-rechtliche Leistungsentgelte,0,Ertrag,2013-31-12
85,Sicherheit und Ordnung,Katastrophenschutz,,privatrechtliche Leistungsentgelte,0,Ertrag,2013-31-12
86,Sicherheit und Ordnung,Katastrophenschutz,,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
87,Sicherheit und Ordnung,Katastrophenschutz,,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
88,Sicherheit und Ordnung,Katastrophenschutz,,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
89,Sicherheit und Ordnung,Katastrophenschutz,,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
90,Sicherheit und Ordnung,Katastrophenschutz,,Personalaufwendungen,-638350,Aufwendung,2013-31-12
91,Sicherheit und Ordnung,Katastrophenschutz,,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
92,Sicherheit und Ordnung,Katastrophenschutz,,Aufwendungen für Sach- und Dienstleistungen,-198250,Aufwendung,2013-31-12
93,Sicherheit und Ordnung,Katastrophenschutz,,planmäßige Abschreibungen,-351270,Aufwendung,2013-31-12
94,Sicherheit und Ordnung,Katastrophenschutz,,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
95,Sicherheit und Ordnung,Katastrophenschutz,,Transferaufwendungen,0,Aufwendung,2013-31-12
96,Sicherheit und Ordnung,Katastrophenschutz,,sonstige ordentliche Aufwendungen,-4900,Aufwendung,2013-31-12
97,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
98,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,2301518,Ertrag,2013-31-12
99,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,sonstige Transfererträge,0,Ertrag,2013-31-12
100,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,öffentlich-rechtliche Leistungsentgelte,300,Ertrag,2013-31-12
101,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,privatrechtliche Leistungsentgelte,5787900,Ertrag,2013-31-12
102,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
103,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
104,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
105,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
106,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Personalaufwendungen,-3341550,Aufwendung,2013-31-12
107,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
108,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Aufwendungen für Sach- und Dienstleistungen,-12501350,Aufwendung,2013-31-12
109,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,planmäßige Abschreibungen,-6180478,Aufwendung,2013-31-12
110,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
111,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,Transferaufwendungen,-205500,Aufwendung,2013-31-12
112,Schulträgeraufgaben,Grundschulen,Grundschulen in öffentlicher Trägerschaft,sonstige ordentliche Aufwendungen,-780400,Aufwendung,2013-31-12
113,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
114,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,0,Ertrag,2013-31-12
115,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,sonstige Transfererträge,0,Ertrag,2013-31-12
116,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,öffentlich-rechtliche Leistungsentgelte,0,Ertrag,2013-31-12
117,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,privatrechtliche Leistungsentgelte,0,Ertrag,2013-31-12
118,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
119,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
120,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
121,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
122,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Personalaufwendungen,-12600,Aufwendung,2013-31-12
123,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
124,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Aufwendungen für Sach- und Dienstleistungen,0,Aufwendung,2013-31-12
125,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,planmäßige Abschreibungen,-67,Aufwendung,2013-31-12
126,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
127,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,Transferaufwendungen,0,Aufwendung,2013-31-12
128,Schulträgeraufgaben,Grundschulen,Grundschulen in freier Trägerschaft,sonstige ordentliche Aufwendungen,0,Aufwendung,2013-31-12
129,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
130,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,1124353,Ertrag,2013-31-12
131,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,sonstige Transfererträge,0,Ertrag,2013-31-12
132,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,öffentlich-rechtliche Leistungsentgelte,2000,Ertrag,2013-31-12
133,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,privatrechtliche Leistungsentgelte,106450,Ertrag,2013-31-12
134,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
135,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
136,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
137,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
138,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Personalaufwendungen,-1453750,Aufwendung,2013-31-12
139,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
140,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Aufwendungen für Sach- und Dienstleistungen,-8789250,Aufwendung,2013-31-12
141,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,planmäßige Abschreibungen,-4621990,Aufwendung,2013-31-12
142,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
143,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,Transferaufwendungen,-65350,Aufwendung,2013-31-12
144,Schulträgeraufgaben,Mittelschulen,Mittelschulen in öffentlicher Trägerschaft,sonstige ordentliche Aufwendungen,-334750,Aufwendung,2013-31-12
145,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
146,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,0,Ertrag,2013-31-12
147,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,sonstige Transfererträge,0,Ertrag,2013-31-12
148,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,öffentlich-rechtliche Leistungsentgelte,0,Ertrag,2013-31-12
149,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,privatrechtliche Leistungsentgelte,0,Ertrag,2013-31-12
150,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
151,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
152,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
153,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
154,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Personalaufwendungen,-10150,Aufwendung,2013-31-12
155,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
156,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Aufwendungen für Sach- und Dienstleistungen,0,Aufwendung,2013-31-12
157,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,planmäßige Abschreibungen,-54,Aufwendung,2013-31-12
158,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
159,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,Transferaufwendungen,0,Aufwendung,2013-31-12
160,Schulträgeraufgaben,Mittelschulen,Mittelschulen in freier Trägerschaft,sonstige ordentliche Aufwendungen,0,Aufwendung,2013-31-12
161,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
162,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,0,Ertrag,2013-31-12
163,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,sonstige Transfererträge,0,Ertrag,2013-31-12
164,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,öffentlich-rechtliche Leistungsentgelte,100,Ertrag,2013-31-12
165,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,privatrechtliche Leistungsentgelte,35700,Ertrag,2013-31-12
166,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
167,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
168,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
169,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
170,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Personalaufwendungen,-66300,Aufwendung,2013-31-12
171,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
172,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Aufwendungen für Sach- und Dienstleistungen,-99350,Aufwendung,2013-31-12
173,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,planmäßige Abschreibungen,-6925,Aufwendung,2013-31-12
174,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
175,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,Transferaufwendungen,0,Aufwendung,2013-31-12
176,Schulträgeraufgaben,Mittelschulen,Abendmittelschulen,sonstige ordentliche Aufwendungen,-4750,Aufwendung,2013-31-12
177,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
178,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,2251626,Ertrag,2013-31-12
179,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,sonstige Transfererträge,0,Ertrag,2013-31-12
180,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,öffentlich-rechtliche Leistungsentgelte,4000,Ertrag,2013-31-12
181,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,privatrechtliche Leistungsentgelte,210850,Ertrag,2013-31-12
182,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
183,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
184,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
185,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
186,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Personalaufwendungen,-1540200,Aufwendung,2013-31-12
187,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Versorgungsaufwendungen,0,Aufwendung,2013-31-12
188,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Aufwendungen für Sach- und Dienstleistungen,-8696000,Aufwendung,2013-31-12
189,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,planmäßige Abschreibungen,-5709151,Aufwendung,2013-31-12
190,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Zinsen und ähnliche Aufwendungen,0,Aufwendung,2013-31-12
191,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,Transferaufwendungen,-64300,Aufwendung,2013-31-12
192,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in öffentlicher Trägerschaft,sonstige ordentliche Aufwendungen,-780350,Aufwendung,2013-31-12
193,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,Steuern und ähnliche Abgaben,0,Ertrag,2013-31-12
194,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,Zuwendungen und Umlagen nach Arten und aufgelöste Sonderposten,0,Ertrag,2013-31-12
195,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,sonstige Transfererträge,0,Ertrag,2013-31-12
196,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,öffentlich-rechtliche Leistungsentgelte,0,Ertrag,2013-31-12
197,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,privatrechtliche Leistungsentgelte,0,Ertrag,2013-31-12
198,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,Kostenerstattungen und Kostenumlagen,0,Ertrag,2013-31-12
199,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,Finanzerträge (Zinsen, Erträge aus Beteiligungen und ähnliche Erträge),0,Ertrag,2013-31-12
200,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,aktivierte Eigenleistungen und Bestandsveränderungen,0,Ertrag,2013-31-12
201,Schulträgeraufgaben,Gymnasien, Kollegs,Gymnasien in freier Trägerschaft,sonstige ordentliche Erträge,0,Ertrag,2013-31-12
